ZONENAME,POSTALSTREETNAME,UNITNUMBER,LOCATION,OUTSIDE,OPPOSITE,EASTING,NORTHING,OBJECTID
TYRRELSTOWN,BALLENTREE GROVE,20,O/S 12,,,307476,241923,2062
TYRRELSTOWN,BALLENTREE SQUARE,28,,,,307454,242078,2063
TYRRELSTOWN,BALLENTREE SQUARE,29,,,,307449,242102,2064
TYRRELSTOWN,BALLENTREE SQUARE,30,,,,307434,242073,2065
TYRRELSTOWN,BALLENTREE VILLAS,21,O/S 3,,,307430,241950,2066
TYRRELSTOWN,BALLENTREE VILLAS,22,,,,307427,241935,2067
TYRRELSTOWN,BALLENTREE VILLAS,23,,,,307403,241973,2068
TYRRELSTOWN,BALLENTREE VILLAS,24,O/S 2 OPP 1,,,307503,241941,2069
SWORDS,BALLINTRANE WOODS,1,O/S 1/2 BLLNTRN WDS,01-Feb,,317750,246153,2070
SWORDS,BALLINTRANE WOODS,2,O/S 5/6 BLLNTRN WDS,05-Jun,,317724,246169,2071
SWORDS,BALLINTRANE WOODS,3,O/S 14/15 BLLNTRN WDS,14/15,,317678,246131,2072
SWORDS,BALLINTRANE WOODS,4,O/S 18/19 BLLNTRN WDS,18/19,,317693,246156,2073
SWORDS,BALLINTRANE WOODS,5,O/S 22/23 BLLNTRN WDS,22/23,,317707,246183,2074
SWORDS,BALLINTRANE WOODS,6,O/S 26 BLLNTRN WDS,26,,317713,246208,2075
SWORDS,BALLINTRANE WOODS,7,S/O 26 BLLNTRN WDS,26,,317697,246228,2076
SWORDS,BALLINTRANE WOODS,8,O/S 29/30 BLLNTRN WDS,29/30,,317675,246245,2077
SWORDS,BALLINTRANE WOODS,9,O/S 33 BLLNTRN WDS,33,,317654,246257,2078
SWORDS,BALLINTRANE WOODS,10,O/S 35 BLLNTRN WDS,35,,317635,246268,2079
SWORDS,BALLINTRANE WOODS,11,O/S 42/43 BLLNTRN WDS,42/43,,317723,246221,2080
SWORDS,BALLINTRANE WOODS,12,O/S 46/47 BLLNTRN WDS,46/47,,317747,246210,2081
SWORDS,BALLINTRANE WOODS,13,O/S 50/51 BLLNTRN WDS,50/51,,317773,246199,2082
DONABATE,BALLISK COURT,1,1ST OFF MAIN STREET,,,322924,250045,2083
DONABATE,BALLISK COURT,2,S/O PARK HOUSE,,,322892,250063,2084
DONABATE,BALLISK COURT,3,S/O PARK HOUSE,,,322859,250072,2085
DONABATE,BALLISK COURT,4,O/S TREE HOUSE CHILDCARE,,,322843,250111,2086
DONABATE,BALLISK COURT,5,S/O TREE HOUSE CHILDCARE,,,322848,250141,2087
DONABATE,BALLISK COURT,7,,,,322890.875,250169.5,2088
DONABATE,BALLISK COURT,8,O/S APTS 78-82 BALL CRT,73-82,,322867,250190,2089
DONABATE,BALLISK COURT,9,O/S 74/75 BALL CRT,74/75,,322857,250221,2090
DONABATE,BALLISK COURT,10,O/S 70/71 BALL CRT,70/71,,322834,250224,2091
DONABATE,BALLISK COURT,11,O/S 63-68 BALL CRT,63-68,,322837,250194,2092
DONABATE,BALLISK COURT,12,O/S 41 BALL CRT,41,,322802,250181,2093
DONABATE,BALLISK COURT,13,IN CP S/O 1-36 BALL CRT,,,322802,250118,2094
DONABATE,BALLISK COURT,14,S/O 1-36 BALL CRT,,,322833,250110,2095
DONABATE,BALLISK COURT,15,S/O PROSPERITY APTS,,,322847,250048,2096
DONABATE,BALLISK DONABATE,1,O/S P O'NEILL SAND AND GRAVEL,,,322925,250304,2097
DONABATE,BALLISK DONABATE,2,O/S ASHVILLE,,,322888,250317,2098
DONABATE,BALLISK DONABATE,3,O/S AVALON,,,322837,250329,2099
DONABATE,BALLISK DONABATE,4,OPP SHELL COTTAGE,,,322806,250338,2100
DONABATE,BALLISK DONABATE,5,AFTER UNDERPASS,,,322769,250350,2101
DONABATE,BALLISK DONABATE,6,O/S BALLISK COTTAGE,,,322744,250358,2102
LUSK,BALLOUGH CROSS TO WHITES AGRI,11,ON BALLOUGH ROAD,,,319646,255123,2103
LUSK,BALLOUGH CROSS TO WHITES AGRI,12,ON BALLOUGH ROAD,,,319670,255145,2104
LUSK,BALLOUGH CROSS TO WHITES AGRI,13,1ST LIGHT OFF R132 ON BALLOUGH ROAD,,,319696,255161,2105
BALLYBOGHIL,BALLYBOGHIL AT RAMPS,1,BEFORE RAMP,,,314965,252869,2106
BALLYBOGHIL,BALLYBOGHIL AT RAMPS,2,AFTER RAMP,,,314970,252891,2107
BALLYBOGHIL,BALLYBOGHIL AT RAMPS,3,OPP RD ENT,,,314979,252925,2108
BALLYBOGHIL,BALLYBOGHIL AT RAMPS,4,OPP THE COTTAGE,,,314987,252957,2109
BALLYBOGHIL,BALLYBOGHIL RD DOOROGUE WOODS,1,MAIN RD,,,,,2110
BALLYBOGHIL,BALLYBOGHIL RD DOOROGUE WOODS,2,MAIN RD,,,,,2111
BALLYBOGHIL,BALLYBOGHIL RD DOOROGUE WOODS,3,MAIN RD,,,,,2112
BALLYBOGHIL,BALLYBOGHIL TO BETTYVILLE BRIDGE,1,,,,315866,254270,2113
BALLYBOGHIL,BALLYBOGHIL TO BETTYVILLE BRIDGE,2,O/S BROOMFIELD VIEW,,,315937,254641,2114
BALLYBOGHIL,BALLYBOGHIL TO BETTYVILLE BRIDGE,3,O/S WILDWOOD,,,315966,254762,2115
BALLYBOGHIL,BALLYBOGHIL TO BETTYVILLE BRIDGE,4,O/S CHERRYTREE HSE,,,316045,254939,2116
BALLYBOGHIL,BALLYBOGHIL TO BETTYVILLE BRIDGE,5,O/S O'CONNOR TRANSPORT,,,316064,255077,2117
BALLYBOGHIL,BALLYBOGHIL TO BETTYVILLE BRIDGE,6,OPP ENT ROSEDALE,,,316073,255278,2118
BALLYBOGHIL,BALLYBOGHIL TO BETTYVILLE BRIDGE,7,ENT TO BETTYVILLE HSE,,,316212,255633,2119
BALLYBOGHIL,BALLYBOUGHAL BRIDGE,1,LIGHTS CROSS MONUMENT,,,314991,253630,2120
BALLYBOGHIL,BALLYBOUGHAL BRIDGE,2,LIGHTS SIDE OF BRIDGE,,,315011,253631,2121
BALLYBOGHIL,BALLYBOUGHAL BRIDGE,3,,,,315005,253634,2122
BALLYBOGHIL,BALLYBOUGHAL BRIDGE,4,,,,315006,253645,2123
BALLYBOGHIL,BALLYBOUGHAL BRIDGE,5,,,,314997,253634,2124
BALLYBOGHIL,BALLYBOUGHAL BRIDGE,6,,,,314995,253644,2125
BALLYBOGHIL,BALLYBOUGHAL CATHOLIC CHURCH,1,FACING CHURCH,,,314974,253702,2126
BALLYBOGHIL,BALLYBOUGHAL CATHOLIC CHURCH,2,FACING CHURCH,,,314969,253717,2127
OLDTOWN,BALLYBOUGHAL RD KEOGHS CROSS,1,,,,311879,255063,2128
OLDTOWN,BALLYBOUGHAL RD KEOGHS CROSS,2,,,,311590,255160,2129
OLDTOWN,BALLYBOUGHAL RD WESPALSTOWN,1,,,,313227,254091,2130
OLDTOWN,BALLYBOUGHAL RD WESPALSTOWN,2,,,,313277,254072,2131
BALLYBOGHIL,BALLYBOUGHAL SQUARE,1,ON GREEN,,,314987,253779,2132
BALLYBOGHIL,BALLYBOUGHAL SQUARE,2,O/S 1/2,01-Feb,,315021,253780,2133
BALLYBOGHIL,BALLYBOUGHAL SQUARE,3,O/S 7/8,07-Aug,,315061,253785,2134
BALLYBOGHIL,BALLYBOUGHAL SQUARE,4,LANEWAY B/W 8/9,,,315065,253822,2135
BALLYBOGHIL,BALLYBOUGHAL SQUARE,5,O/S 11/12,11-Dec,,315090,253788,2136
BALLYBOGHIL,BALLYBOUGHAL SQUARE,6,LANEWAY B/W 12/13,,,315096,253826,2137
BALLYBOGHIL,BALLYBOUGHAL SQUARE,7,O/S 17,17,,315124,253786,2138
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,1,,,,309079.625,241472.25,2139
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,2,,,,,,2140
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,3,,,,,,2141
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,4,,,,,,2142
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,5,,,,,,2143
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,6,,,,,,2144
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,7,,,,,,2145
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,8,,,,,,2146
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,9,,,,,,2147
BLANCHARDSTOWN,BALLYCOOLIN BUS CORRIDOR,10,,,,,,2148
BLANCHARDSTOWN,BALLYCOOLIN IND EST ENTRANCE,1,,,,309219.138,240578.245,2149
BLANCHARDSTOWN,BALLYCOOLIN IND EST ENTRANCE,2,,,,309236.887,240567.408,2150
FINGLAS,BALLYCOOLIN RD CAPPAGH-SNUGBOROUGH,1,,,,310934,239932,2151
FINGLAS,BALLYCOOLIN RD CAPPAGH-SNUGBOROUGH,2,,,,310896,239919,2152
FINGLAS,BALLYCOOLIN RD CAPPAGH-SNUGBOROUGH,3,,,,310859,239908,2153
FINGLAS,BALLYCOOLIN RD CAPPAGH-SNUGBOROUGH,4,,,,310817,239903,2154
FINGLAS,BALLYCOOLIN RD CAPPAGH-SNUGBOROUGH,5,,,,310775,239902,2155
FINGLAS,BALLYCOOLIN RD CAPPAGH-SNUGBOROUGH,6,,,,310733,239903,2156
FINGLAS,BALLYCOOLIN RD CAPPAGH-SNUGBOROUGH,7,,,,310696,239917,2157
FINGLAS,BALLYCOOLIN RD CAPPAGH-SNUGBOROUGH,8,,,,310656,239914,2158
FINGLAS,BALLYCOOLIN RD CAPPAGH-SNUGBOROUGH,9,,,,310620,239907,2159
