X,Y,OBJECTID,LOCATION,AREA,ID,PUBLIC_,PRIVATE,DATE_ADDED,POINT_X,POINT_Y,STAND_TYPE,POINT_Z,EASTINGS,NORTHINGS,DAY_MONTH_ADDED
703776.5851,739545.7129,145,Ongar Village,Ongar,0,2, ,Pre 2021,"-6° 26' 22.629""","53° 23' 45.074""", ,0,703776.5851,739545.7129,
703758.3288,739560.7942,146,Ongar Village,Ongar,0,1, ,Pre 2021,"-6° 26' 23.599""","53° 23' 45.575""", ,0,703758.3288,739560.7942,
706120.432,738977.8672,147,Mountview Shopping Centre ,Blanchardstown - Mul,0, ,5,Pre 2021,"-6° 24' 16.499""","53° 23' 25.034""", ,0,706120.432,738977.8672,
706058.2548,739028.1381,148,Mountview Shopping Centre,Blanchardstown - Mul,0, ,5,Pre 2021,"-6° 24' 19.802""","53° 23' 26.704""", ,0,706058.2548,739028.1381,
706823.2682,739037.4473,149,Mountview Shopping Centre,Blanchardstown - Mul,0, ,3,Pre 2021,"-6° 23' 38.403""","53° 23' 26.451""", ,0,706823.2682,739037.4473,
707141.8272,738963.3638,150,Blanchardstown Shopping Centre,Blanchardstown - Mul,0, ,2,Pre 2021,"-6° 23' 21.260""","53° 23' 23.822""", ,0,707141.8272,738963.3638,
707282.5858,739102.0057,151,Blanchardstown Shopping Centre - Westend ,Blanchardstown - Mul,0, ,4,Pre 2021,"-6° 23' 13.475""","53° 23' 28.203""", ,0,707282.5858,739102.0057,
707410.6444,739098.8307,152,Blanchardstown Shopping Centre - Westend Lidl,Blanchardstown - Mul,0, ,28,Pre 2021,"-6° 23' 6.551""","53° 23' 28.007""", ,0,707410.6444,739098.8307,
707120.6605,739198.3143,153,Blanchardstown Shopping Centre,Blanchardstown - Mul,0, ,2,Pre 2021,"-6° 23' 22.118""","53° 23' 31.436""", ,0,707120.6605,739198.3143,
707127.0105,739543.3316,154,Blanchardstown Shopping Centre - Curries,Blanchardstown - Mul,0, ,5,Pre 2021,"-6° 23' 21.353""","53° 23' 42.589""", ,0,707127.0105,739543.3316,
706740.7181,739443.8482,155,Blanchardstown Shopping Centre,Blanchardstown - Mul,0, ,4,Pre 2021,"-6° 23' 42.375""","53° 23' 39.654""", ,0,706740.7181,739443.8482,
722660.2624,746274.9146,156,The Green Malahide,Howth - Malahide,0,15, ,Pre 2021,"-6° 9' 11.577""","53° 27' 8.099""", ,0,722660.2624,746274.9146,
722354.6103,745990.9689,157,Bridgefield Carpark,Howth - Malahide,0,5, ,Pre 2021,"-6° 9' 28.532""","53° 26' 59.173""", ,0,722354.6103,745990.9689,
703925.9149,739483.7888,158,Onger Playground,Ongar,0,8, ,Pre 2021,"-6° 26' 14.623""","53° 23' 42.966""", ,0,703925.9149,739483.7888,
705398.0309,739435.8039,159,Hartstown Park,Blanchardstown - Mul,0,8, ,Pre 2021,"-6° 24' 55.030""","53° 23' 40.364""", ,0,705398.0309,739435.8039,
707252.6932,739271.8059,160,Lidl - Blanchardstown Shopping Centre,Blanchardstown - Mul,0, ,60,Pre 2021,"-6° 23' 14.885""","53° 23' 33.716""", ,0,707252.6932,739271.8059,
707078.8617,738914.6177,161,Westend Village,Blanchardstown - Mul,0, ,3,Pre 2021,"-6° 23' 24.726""","53° 23' 22.292""", ,0,707078.8617,738914.6177,
707182.0493,739009.0741,162,Westend - Blanchardstown Shopping Centre 1,Blanchardstown - Mul,0, ,10,Pre 2021,"-6° 23' 19.028""","53° 23' 25.271""", ,0,707182.0493,739009.0741,
705996.2436,740160.9076,163,Huntstown Way (Bus Stop 1865),Blanchardstown - Mul,0,12, ,Pre 2021,"-6° 24' 21.787""","53° 24' 3.383""", ,0,705996.2436,740160.9076,
725468.4741,750955.8909,164,Portraine Beach,Rush_Lusk,0,10, ,Pre 2021,"-6° 6' 32.729""","53° 29' 37.078""", ,0,725468.4741,750955.8909,
722716.9771,750035.3416,165,Donabate Railway Station,Rush_Lusk,0, ,37,Pre 2021,"-6° 9' 3.220""","53° 29' 9.646""", ,0,722716.9771,750035.3416,
723223.3698,750449.4553,166,"Donabate, Portrane",Rush_Lusk,0, ,6,Pre 2021,"-6° 8' 35.182""","53° 29' 22.611""", ,0,723223.3698,750449.4553,
721232.3542,750083.6682,167,Newbridge Demesne,Rush_Lusk,0,12, ,Pre 2021,"-6° 10' 23.641""","53° 29' 12.447""", ,0,721232.3542,750083.6682,
726537.4577,754139.937,168,Upper Main Street,Rush_Lusk,0,6, ,Pre 2021,"-6° 5' 30.142""","53° 31' 19.110""", ,0,726537.4577,754139.937,
726399.1244,754170.761,169,Upper Main Street,Rush_Lusk,0,2, ,Pre 2021,"-6° 5' 37.603""","53° 31' 20.226""", ,0,726399.1244,754170.761,
719877.0188,761280.6268,170,Balrothery Inn,Balbriggan,0,4, ,Pre 2021,"-6° 11' 21.688""","53° 35' 15.627""", ,0,719877.0188,761280.6268,
719300.5681,763494.6381,171,Millfield Shopping Centre 2,Balbriggan,0, ,3,Pre 2021,"-6° 11' 49.968""","53° 36' 27.691""", ,0,719300.5681,763494.6381,
719393.2783,763450.6643,172,Millfield Shopping Centre 2,Balbriggan,0, ,3,Pre 2021,"-6° 11' 44.987""","53° 36' 26.193""", ,0,719393.2783,763450.6643,
719376.292,763493.3681,173,Millfield Shopping Centre 1,Balbriggan,0, ,3,Pre 2021,"-6° 11' 45.852""","53° 36' 27.588""", ,0,719376.292,763493.3681,
719274.0568,763457.8081,174,Millfield Shopping Centre ,Balbriggan,0,20, ,Pre 2021,"-6° 11' 51.460""","53° 36' 26.522""", ,0,719274.0568,763457.8081,
725494.5822,760996.7989,175,Skerries Sailing Club ,Rush_Lusk,0, ,4,Pre 2021,"-6° 6' 16.824""","53° 35' 1.720""", ,0,725494.5822,760996.7989,
725433.0224,759525.4931,176,"Shenick Road, Skerries ",Rush_Lusk,0,4, ,Pre 2021,"-6° 6' 22.296""","53° 34' 14.200""", ,0,725433.0224,759525.4931,
723111.9411,753894.3328,177,Rush / Lusk Station,Rush_Lusk,0, ,11,Pre 2021,"-6° 8' 36.356""","53° 31' 14.095""", ,0,723111.9411,753894.3328,
723090.5362,753920.1033,178,Rush / Lusk Station,Rush_Lusk,0, ,11,Pre 2021,"-6° 8' 37.481""","53° 31' 14.947""", ,0,723090.5362,753920.1033,
716653.0545,746433.2181,179,Brackenstown Hockey Pitch,Swords,0,4, ,Pre 2021,"-6° 14' 36.796""","53° 27' 18.127""", ,0,716653.0545,746433.2181,
723802.8191,742819.728,180,Portmarnock - Jus de Vine,Howth - Malahide  ,0,4, ,Pre 2021,"-6° 8' 14.573""","53° 25' 15.413""", ,0,723802.8191,742819.728,
706031.2067,738997.8624,181,Iceland - Mountview shoppings 2,Blanchardstown - Mul,0, ,6,Pre 2021,"-6° 24' 21.301""","53° 23' 25.745""", ,0,706031.2067,738997.8624,
717619.0213,747173.7281,182,Lidl - Rathbeale Road,Swords ,0, ,6,Pre 2021,"-6° 13' 43.466""","53° 27' 41.300""", ,0,717619.0213,747173.7281,
725381.4889,760544.1906,183,Strand Street Gerrys Fresh Foods,Rush_Lusk,0,8, ,Pre 2021,"-6° 6' 23.623""","53° 34' 47.183""", ,0,725381.4889,760544.1906,
705702.7311,740235.923,184,Church of the sacred heart of Jesus ,Blanchardstown - Mul,0,12, ,Pre 2021,"-6° 24' 37.580""","53° 24' 6.021""", ,0,705702.7311,740235.923,
706205.7381,740051.9379,185,Huntstown Way,Blanchardstown - Mul,0,12, ,Pre 2021,"-6° 24' 10.583""","53° 23' 59.707""", ,0,706205.7381,740051.9379,
712790.1887,740563.1327,186,Charlestown Shopping Centre 1,Blanchardstown - Mul,0,10, ,Pre 2021,"-6° 18' 13.644""","53° 24' 11.325""", ,0,712790.1887,740563.1327,
712675.8884,740577.8171,187,Charlestown Shopping Centre 2,Blanchardstown - Mul,0,10, ,Pre 2021,"-6° 18' 19.811""","53° 24' 11.887""", ,0,712675.8884,740577.8171,
712658.7897,740615.8676,188,Charlestown Shopping Centre 3,Blanchardstown - Mul,0,8, ,Pre 2021,"-6° 18' 20.687""","53° 24' 13.131""", ,0,712658.7897,740615.8676,
714848.1242,741085.9142,189,Ballymun - Decathlon,Blanchardstown - Mul,0, ,24,Pre 2021,"-6° 16' 21.600""","53° 24' 26.634""", ,0,714848.1242,741085.9142,
715771.9407,740927.6269,190,Santry - Northward,Swords ,0, ,20,Pre 2021,"-6° 15' 31.814""","53° 24' 20.789""", ,0,715771.9407,740927.6269,
706343.1921,737628.7087,191,Riverwood Square,Swords ,0, ,24,Pre 2021,"-6° 24' 6.082""","53° 22' 41.240""", ,0,706343.1921,737628.7087,
710625.6614,737037.2297,192,Phoenix Park Way,Castleknock,0,14, ,Pre 2021,"-6° 20' 15.220""","53° 22' 18.948""", ,0,710625.6614,737037.2297,
710616.6424,737070.263,193,Phoenix Park Way,Castleknock,0,12, ,Pre 2021,"-6° 20' 15.666""","53° 22' 20.024""", ,0,710616.6424,737070.263,
710952.2703,737420.8443,194,Ashtown Train Station,Castleknock,0, ,44,Pre 2021,"-6° 19' 57.074""","53° 22' 31.108""", ,0,710952.2703,737420.8443,
707689.4015,738162.1968,195,Roselawn Shopping Centre,Blanchardstown - Mul,0, ,4,Pre 2021,"-6° 22' 52.620""","53° 22' 57.512""", ,0,707689.4015,738162.1968,
707405.0124,742302.9001,196,Tyrrelstown Plaza,Blanchardstown - Mul,0,8, ,Pre 2021,"-6° 23' 2.930""","53° 25' 11.630""", ,0,707405.0124,742302.9001,
707503.5699,742333.9887,197,Tyrrelstown Plaza,Blanchardstown - Mul,0,12, ,Pre 2021,"-6° 22' 57.556""","53° 25' 12.563""", ,0,707503.5699,742333.9887,
707548.2184,742318.4445,198,Tyrrelstown Plaza,Blanchardstown - Mul,0,4, ,Pre 2021,"-6° 22' 55.158""","53° 25' 12.028""", ,0,707548.2184,742318.4445,
707577.9842,742290.9939,199,Lidl - Tyrrelstown,Blanchardstown - Mul,0, ,8,Pre 2021,"-6° 22' 53.581""","53° 25' 11.118""", ,0,707577.9842,742290.9939,
707490.3407,742257.2594,200,Tyrrelstown Plaza,Blanchardstown - Mul,0,12, ,Pre 2021,"-6° 22' 58.367""","53° 25' 10.091""", ,0,707490.3407,742257.2594,
707615.6873,742222.2021,201,Tyrrelstown Plaza,Blanchardstown - Mul,0,10, ,Pre 2021,"-6° 22' 51.624""","53° 25' 8.866""", ,0,707615.6873,742222.2021,
708176.8697,740004.4227,202,Corduff Primary Care Centre,Blanchardstown - Mul,0,18, ,Pre 2021,"-6° 22' 23.982""","53° 23' 56.731""", ,0,708176.8697,740004.4227,
707844.7729,739915.5463,203,Corduff Sports Centre,Blanchardstown - Mul,0, ,4,Pre 2021,"-6° 22' 42.061""","53° 23' 54.101""", ,0,707844.7729,739915.5463,
723913.0501,739513.3162,204,Bayside Train Station,Howth - Malahide,0,20, ,Pre 2021,"-6° 8' 13.280""","53° 23' 28.405""", ,0,723913.0501,739513.3162,
726265.7496,738014.6889,205,Sutton Sailing Club,Howth - Malahide,0,6, ,Pre 2021,"-6° 6' 8.173""","53° 22' 37.942""", ,0,726265.7496,738014.6889,
726578.8112,737544.159,206,Martello Tre,Howth - Malahide,0,6, ,Pre 2021,"-6° 5' 51.923""","53° 22' 22.458""", ,0,726578.8112,737544.159,
728721.1785,739000.2619,207,Howth Main Street,Howth - Malahide,0,4, ,Pre 2021,"-6° 3' 53.955""","53° 23' 7.678""", ,0,728721.1785,739000.2619,
728162.1789,739382.2548,208,Howth Train Station,Howth - Malahide,0,10, ,Pre 2021,"-6° 4' 23.630""","53° 23' 20.519""", ,0,728162.1789,739382.2548,
