LATITUDE,LONGITUDE,ID
53.3815,-6.24192,1923mb
53.346,-6.25419,1924mb
53.3323,-6.25344,1925mb
53.3631,-6.23588,1926mb
53.341,-6.25051,1927mb
53.3455,-6.25878,1928mb
53.3288,-6.27576,1929mb
53.2825,-6.14412,1930mb
53.3459,-6.25426,1931mb
53.3422,-6.26255,1932mb
53.2948,-6.13445,1933mb
53.3363,-6.24787,1934mb
53.3444,-6.23307,1935mb
53.3419,-6.26255,1936mb
53.2947,-6.13445,1937mb
53.3323,-6.25349,1938mb
53.3631,-6.23589,1939mb
53.3502,-6.26678,1940mb
53.3457,-6.25895,1941mb
53.3288,-6.27577,1942mb
53.341,-6.25851,1943mb
53.2825,-6.14405,1944mb
53.2947,-6.13447,1945mb
53.3634,-6.23491,1946mb
53.3362,-6.24789,1947mb
53.3446,-6.23335,1948mb
53.3419,-6.26257,1949mb
53.2947,-6.13449,1950mb
53.3081,-6.23671,1951mb
53.3502,-6.26689,1952mb
53.3456,-6.25895,1953mb
53.3459,-6.25424,1954mb
53.3328,-6.21583,1955mb
53.3362,-6.24793,1956mb
53.308,-6.23675,1957mb
53.3463,-6.25444,1958mb
53.3419,-6.26259,1959mb
53.3412,-6.2837,1960mb
53.3323,-6.25343,1961mb
53.3081,-6.2368,1962mb
53.3631,-6.23592,1963mb
53.3459,-6.30812,1964mb
53.3457,-6.25899,1965mb
53.341,-6.25852,1966mb
53.2825,-6.14402,1967mb
53.3464,-6.25424,1968mb
53.3363,-6.24811,1969mb
53.3464,-6.29219,1970mb
53.3442,-6.26679,1971mb
53.3464,-6.25425,1972mb
53.3419,-6.26264,1973mb
53.3412,-6.2836,1974mb
53.3632,-6.2359,1975mb
53.341,-6.25045,1976mb
53.3455,-6.30793,1977mb
53.3363,-6.25752,1978mb
53.2825,-6.14403,1979mb
53.3463,-6.25403,1980mb
53.3208,-6.28517,1981mb
53.3207,-6.28522,1982mb
53.3362,-6.24804,1983mb
53.289,-6.11383,1984mb
53.3464,-6.2922,1985mb
53.3461,-6.25404,1986mb
53.2886,-6.11428,1987mb
53.3443,-6.2332,1988mb
53.3419,-6.26262,1989mb
53.3324,-6.25339,1990mb
53.3632,-6.23589,1991mb
53.3292,-6.23178,1992mb
53.3441,-6.2669,1993mb
53.3455,-6.30804,1994mb
53.3362,-6.25749,1995mb
53.3362,-6.26546,1996mb
53.3462,-6.25379,1997mb
53.3208,-6.28526,1998mb
53.3207,-6.2853,1999mb
53.3768,-6.26982,2000mb
53.3303,-6.26434,2001mb
53.3441,-6.26686,2002mb
53.3443,-6.23265,2003mb
53.3324,-6.2534,2004mb
53.3455,-6.30806,2005mb
53.3361,-6.26542,2006mb
53.2825,-6.14401,2007mb
53.3459,-6.25416,2008mb
53.3208,-6.28529,2009mb
53.3207,-6.28531,2010mb
53.3634,-6.23492,2011mb
53.3302,-6.26445,2012mb
53.344,-6.26664,2013mb
53.346,-6.25411,2014mb
53.2947,-6.13457,2015mb
53.3412,-6.28362,2016mb
53.3323,-6.25345,2017mb
53.3631,-6.23587,2018mb
53.3455,-6.30807,2019mb
53.3362,-6.25746,2020mb
53.3362,-6.26545,2021mb
53.2825,-6.144,2022mb
53.3459,-6.25413,2023mb
53.2886,-6.11429,2024mb
53.3449,-6.23284,2025mb
53.3081,-6.23681,2026mb
53.3771,-6.26966,2027mb
53.3292,-6.23175,2028mb
53.3456,-6.30818,2029mb
53.3363,-6.25753,2030mb
53.3362,-6.26548,2031mb
53.346,-6.25415,2032mb
53.3328,-6.21582,2033mb
53.3495,-6.24814,2034mb
53.3443,-6.26678,2035mb
53.3445,-6.23336,2036mb
53.3323,-6.2534,2037mb
53.308,-6.23677,2038mb
53.3456,-6.30817,2039mb
53.3362,-6.25741,2040mb
53.3461,-6.25432,2041mb
53.3496,-6.24818,2042mb
53.3302,-6.26452,2043mb
53.3461,-6.25422,2044mb
53.3443,-6.23312,2045mb
53.3632,-6.23592,2046mb
53.3442,-6.26674,2047mb
53.3362,-6.25738,2048mb
53.3362,-6.26541,2049mb
53.346,-6.25401,2050mb
53.3496,-6.24817,2051mb
53.3207,-6.2854,2052mb
53.3461,-6.25418,2053mb
53.3665,-6.31901,2054mb
53.3429,-6.23887,2055mb
53.3442,-6.26681,2056mb
53.3456,-6.30821,2057mb
53.3362,-6.26542,2058mb
53.341,-6.25854,2059mb
53.346,-6.25402,2060mb
53.3496,-6.24832,2061mb
53.3634,-6.23493,2062mb
53.3302,-6.26437,2063mb
53.3441,-6.26682,2064mb
53.3461,-6.25415,2065mb
53.3696,-6.25426,2066mb
53.3413,-6.28377,2067mb
53.3324,-6.25343,2068mb
53.3429,-6.2388,2069mb
53.3456,-6.3082,2070mb
53.3363,-6.25742,2071mb
53.2825,-6.14411,2072mb
53.3495,-6.24831,2073mb
53.3207,-6.28536,2074mb
53.3302,-6.26438,2075mb
53.3461,-6.25414,2076mb
53.3444,-6.23316,2077mb
53.3324,-6.25342,2078mb
53.3362,-6.25748,2079mb
53.3465,-6.2542,2080mb
53.3328,-6.21593,2081mb
53.3207,-6.28541,2082mb
53.3493,-6.24888,2083mb
53.3332,-6.24359,2084mb
53.356,-6.25756,2085mb
53.3772,-6.26973,2086mb
53.3816,-6.24156,2087mb
53.3441,-6.26687,2088mb
53.3463,-6.25406,2089mb
53.3446,-6.23294,2090mb
53.2885,-6.11435,2091mb
53.3696,-6.25422,2092mb
53.3429,-6.23867,2093mb
53.3455,-6.30809,2094mb
53.3362,-6.25728,2095mb
53.2825,-6.14397,2096mb
53.3461,-6.25419,2097mb
53.3494,-6.24843,2098mb
53.3334,-6.24355,2099mb
53.3302,-6.2644,2100mb
53.3443,-6.2668,2101mb
53.3462,-6.25426,2102mb
53.3768,-6.26992,2103mb
53.3323,-6.25336,2104mb
53.3428,-6.23857,2105mb
53.3443,-6.26682,2106mb
53.3362,-6.25752,2107mb
53.3465,-6.2543,2108mb
53.3495,-6.24874,2109mb
53.2962,-6.18437,2110mb
53.3334,-6.24359,2111mb
53.3462,-6.25427,2112mb
53.3445,-6.23334,2113mb
53.3696,-6.25423,2114mb
53.3325,-6.25341,2115mb
53.3081,-6.23688,2116mb
53.3292,-6.23177,2117mb
53.3456,-6.30812,2118mb
53.3425,-6.29336,2119mb
53.2824,-6.14405,2120mb
53.3465,-6.25403,2121mb
53.3495,-6.24868,2122mb
53.3334,-6.24357,2123mb
53.3558,-6.25781,2124mb
53.3483,-6.29591,2125mb
53.3461,-6.25424,2126mb
53.3696,-6.25424,2127mb
53.3323,-6.25341,2128mb
53.3429,-6.23868,2129mb
53.344,-6.26692,2130mb
53.3456,-6.30808,2131mb
53.346,-6.25409,2132mb
53.3496,-6.2485,2133mb
53.3334,-6.24352,2134mb
53.3484,-6.29593,2135mb
53.3697,-6.25427,2136mb
53.3323,-6.25346,2137mb
53.344,-6.26693,2138mb
53.3456,-6.30807,2139mb
53.2825,-6.14404,2140mb
53.3496,-6.24852,2141mb
53.3334,-6.2435,2142mb
53.3484,-6.29594,2143mb
53.3445,-6.23315,2144mb
53.3324,-6.25353,2145mb
53.343,-6.23875,2146mb
53.3441,-6.26691,2147mb
53.3456,-6.30804,2148mb
53.2826,-6.14401,2149mb
53.3462,-6.25412,2150mb
53.3496,-6.24849,2151mb
53.3334,-6.24349,2152mb
53.3443,-6.23268,2153mb
53.3293,-6.23182,2154mb
53.3459,-6.30829,2155mb
53.3661,-6.27182,2156mb
53.3771,-6.27001,2157mb
53.3463,-6.25436,2158mb
53.3495,-6.24851,2159mb
53.3461,-6.25426,2160mb
53.3447,-6.233,2161mb
53.343,-6.23873,2162mb
53.3456,-6.30788,2163mb
53.3424,-6.29347,2164mb
53.2826,-6.14409,2165mb
53.3464,-6.25461,2166mb
53.3771,-6.26974,2167mb
53.3334,-6.24356,2168mb
53.3465,-6.25471,2169mb
53.3447,-6.23306,2170mb
53.3081,-6.23685,2171mb
53.3428,-6.23749,2172mb
53.3456,-6.30791,2173mb
53.3424,-6.29349,2174mb
53.3463,-6.25455,2175mb
53.3494,-6.24829,2176mb
53.3486,-6.29574,2177mb
53.3465,-6.25465,2178mb
53.3443,-6.23323,2179mb
53.3771,-6.26971,2180mb
53.343,-6.23903,2181mb
53.3456,-6.30792,2182mb
53.3423,-6.29346,2183mb
53.2822,-6.14408,2184mb
53.3458,-6.2544,2185mb
53.3333,-6.24329,2186mb
53.3461,-6.25445,2187mb
53.3443,-6.23345,2188mb
53.3324,-6.25347,2189mb
53.3429,-6.23877,2190mb
53.3456,-6.30799,2191mb
53.3459,-6.25428,2192mb
53.3495,-6.24844,2193mb
53.3302,-6.26441,2194mb
53.3484,-6.29604,2195mb
53.346,-6.25439,2196mb
53.2886,-6.11423,2197mb
53.3441,-6.23268,2198mb
53.3412,-6.28366,2199mb
53.3323,-6.25347,2200mb
53.3429,-6.23875,2201mb
53.3209,-6.28546,2202mb
53.3302,-6.26443,2203mb
53.3459,-6.25414,2204mb
53.3442,-6.23274,2205mb
53.2947,-6.13441,2206mb
53.3323,-6.25335,2207mb
53.343,-6.23883,2208mb
53.3457,-6.30799,2209mb
53.3425,-6.29342,2210mb
53.3207,-6.28526,2211mb
53.3345,-6.27459,2212mb
53.3302,-6.2645,2213mb
53.3484,-6.29601,2214mb
53.3459,-6.25395,2215mb
53.3442,-6.23292,2216mb
53.3456,-6.30806,2217mb
53.3424,-6.29342,2218mb
53.2826,-6.14411,2219mb
53.3467,-6.25422,2220mb
53.3303,-6.26443,2221mb
53.346,-6.25441,2222mb
53.3665,-6.31899,2223mb
53.3324,-6.25355,2224mb
53.308,-6.23691,2225mb
53.3429,-6.23892,2226mb
53.3443,-6.26689,2227mb
53.3456,-6.308,2228mb
53.3661,-6.2718,2229mb
53.2825,-6.14409,2230mb
53.3464,-6.25431,2231mb
53.3495,-6.2487,2232mb
53.3346,-6.27466,2233mb
53.3428,-6.27613,2234mb
53.3815,-6.2418,2235mb
53.3459,-6.25422,2236mb
53.3665,-6.319,2237mb
53.3442,-6.2329,2238mb
53.3324,-6.25352,2239mb
53.3428,-6.23768,2240mb
53.3441,-6.26702,2241mb
53.3424,-6.29353,2242mb
53.2824,-6.14416,2243mb
53.3463,-6.25424,2244mb
53.3207,-6.28524,2245mb
53.3496,-6.24834,2246mb
53.3817,-6.24191,2247mb
53.3458,-6.25403,2248mb
53.2886,-6.11431,2249mb
53.2945,-6.13458,2250mb
53.3324,-6.25348,2251mb
53.3428,-6.23846,2252mb
53.344,-6.26696,2253mb
53.3456,-6.30793,2254mb
53.3424,-6.29352,2255mb
53.2825,-6.14414,2256mb
53.3459,-6.25401,2257mb
53.3334,-6.24384,2258mb
53.3289,-6.27576,2259mb
53.3429,-6.27614,2260mb
53.3817,-6.24189,2261mb
53.3429,-6.23859,2262mb
53.3459,-6.25411,2263mb
53.3772,-6.26963,2264mb
53.3497,-6.24838,2265mb
53.3329,-6.21577,2266mb
53.3495,-6.24829,2267mb
53.3378,-6.26664,2268mb
53.3763,-6.27194,2269mb
53.3429,-6.27613,2270mb
53.3459,-6.25415,2271mb
53.3429,-6.23861,2272mb
53.3377,-6.2666,2273mb
53.3763,-6.27195,2274mb
53.3506,-6.26654,2275mb
53.3293,-6.23181,2276mb
53.3426,-6.29335,2277mb
53.346,-6.25422,2278mb
53.3498,-6.24847,2279mb
53.3452,-6.23826,2280mb
53.3378,-6.26656,2281mb
53.3763,-6.27196,2282mb
53.3489,-6.29571,2283mb
53.346,-6.25431,2284mb
53.3506,-6.26656,2285mb
53.3429,-6.2387,2286mb
53.344,-6.26681,2287mb
53.346,-6.25421,2288mb
53.3496,-6.24846,2289mb
53.3208,-6.28524,2290mb
53.3452,-6.23825,2291mb
53.3378,-6.26649,2292mb
53.3429,-6.27612,2293mb
53.3487,-6.29577,2294mb
53.3507,-6.26649,2295mb
53.329,-6.27572,2296mb
53.3496,-6.24845,2297mb
53.3451,-6.23809,2298mb
53.3558,-6.25765,2299mb
53.3489,-6.2487,2300mb
53.3457,-6.25898,2301mb
53.3429,-6.2761,2302mb
53.3486,-6.29586,2303mb
53.3506,-6.26657,2304mb
53.345,-6.23827,2305mb
53.3429,-6.23905,2306mb
53.3425,-6.29322,2307mb
53.3459,-6.25419,2308mb
53.3378,-6.26643,2309mb
53.3488,-6.24857,2310mb
53.2929,-6.13004,2311mb
53.3429,-6.27611,2312mb
53.3461,-6.25431,2313mb
53.3429,-6.23857,2314mb
53.3462,-6.25416,2315mb
53.3494,-6.24868,2316mb
53.3488,-6.24856,2317mb
53.3429,-6.27609,2318mb
53.3461,-6.25428,2319mb
53.3506,-6.26655,2320mb
53.345,-6.23812,2321mb
53.3456,-6.259,2322mb
53.3429,-6.23792,2323mb
53.3503,-6.26693,2324mb
53.308,-6.22883,2325mb
53.2944,-6.13443,2326mb
53.3461,-6.25421,2327mb
53.3486,-6.24891,2328mb
53.3457,-6.2589,2329mb
53.3429,-6.27608,2330mb
53.3484,-6.29592,2331mb
53.3463,-6.25454,2332mb
53.3503,-6.26648,2333mb
53.345,-6.23815,2334mb
53.2945,-6.13436,2335mb
53.3237,-6.26543,2336mb
53.343,-6.23835,2337mb
53.3502,-6.26683,2338mb
53.347,-6.25485,2339mb
53.3498,-6.24851,2340mb
53.3376,-6.2665,2341mb
53.3489,-6.24884,2342mb
53.3486,-6.29584,2343mb
53.3463,-6.25445,2344mb
53.2886,-6.11424,2345mb
53.3507,-6.2665,2346mb
53.2945,-6.13438,2347mb
53.3236,-6.26544,2348mb
53.3457,-6.25901,2349mb
53.343,-6.23837,2350mb
53.35,-6.26683,2351mb
53.3451,-6.3081,2352mb
53.3461,-6.25433,2353mb
53.3497,-6.24848,2354mb
53.3376,-6.26646,2355mb
53.3491,-6.24937,2356mb
53.3769,-6.26987,2357mb
53.3462,-6.25438,2358mb
53.3506,-6.26651,2359mb
53.3457,-6.25908,2360mb
53.343,-6.23888,2361mb
53.3292,-6.23181,2362mb
53.356,-6.25689,2363mb
53.345,-6.30808,2364mb
53.3437,-6.26129,2365mb
53.3464,-6.25433,2366mb
53.3496,-6.24841,2367mb
53.3451,-6.23835,2368mb
53.3486,-6.24876,2369mb
53.3429,-6.27605,2370mb
53.3507,-6.26636,2371mb
53.3451,-6.23839,2372mb
53.3457,-6.2591,2373mb
53.343,-6.23869,2374mb
53.3292,-6.2318,2375mb
53.3502,-6.26669,2376mb
53.356,-6.25714,2377mb
53.345,-6.3081,2378mb
53.3438,-6.26117,2379mb
53.3462,-6.25401,2380mb
53.3497,-6.24834,2381mb
53.2962,-6.18441,2382mb
53.3429,-6.27607,2383mb
53.3454,-6.25912,2384mb
53.3461,-6.25429,2385mb
53.3507,-6.26653,2386mb
53.3327,-6.21592,2387mb
53.343,-6.23872,2388mb
53.3495,-6.24833,2389mb
53.3763,-6.27197,2390mb
53.345,-6.30807,2391mb
53.3497,-6.24839,2392mb
53.3378,-6.26598,2393mb
53.3488,-6.24851,2394mb
53.3456,-6.25905,2395mb
53.3461,-6.25411,2396mb
53.3507,-6.26651,2397mb
53.2945,-6.1344,2398mb
53.3455,-6.30792,2399mb
53.343,-6.23871,2400mb
53.3495,-6.24848,2401mb
53.3763,-6.27201,2402mb
53.3559,-6.25698,2403mb
53.345,-6.30806,2404mb
53.3464,-6.25476,2405mb
53.3496,-6.24842,2406mb
53.3451,-6.23822,2407mb
53.3378,-6.26616,2408mb
53.3451,-6.23828,2409mb
53.3772,-6.26972,2410mb
53.3456,-6.30794,2411mb
53.3495,-6.24847,2412mb
53.356,-6.25708,2413mb
53.3451,-6.30811,2414mb
53.3463,-6.25421,2415mb
53.3495,-6.24841,2416mb
53.345,-6.23823,2417mb
53.3376,-6.26586,2418mb
53.3569,-6.26813,2419mb
53.3488,-6.24849,2420mb
53.3456,-6.25893,2421mb
53.346,-6.25428,2422mb
53.3449,-6.23834,2423mb
53.3456,-6.30801,2424mb
53.3495,-6.2483,2425mb
53.3452,-6.30806,2426mb
53.308,-6.22886,2427mb
53.3462,-6.2541,2428mb
53.3772,-6.26977,2429mb
53.3497,-6.24829,2430mb
53.3208,-6.28546,2431mb
53.3451,-6.23826,2432mb
53.2962,-6.18433,2433mb
53.3488,-6.24896,2434mb
53.3458,-6.25909,2435mb
53.346,-6.25427,2436mb
53.3451,-6.23836,2437mb
53.3398,-6.26112,2438mb
53.3455,-6.30798,2439mb
53.343,-6.23886,2440mb
53.3495,-6.24827,2441mb
53.3763,-6.27204,2442mb
53.3451,-6.30799,2443mb
53.346,-6.25438,2444mb
53.3497,-6.24827,2445mb
53.3341,-6.26565,2446mb
53.345,-6.23826,2447mb
53.3631,-6.23599,2448mb
53.3487,-6.24881,2449mb
53.3458,-6.25907,2450mb
53.346,-6.25432,2451mb
53.2885,-6.11422,2452mb
53.3449,-6.23859,2453mb
53.3429,-6.23885,2454mb
53.3495,-6.24838,2455mb
53.2948,-6.13446,2456mb
53.3461,-6.2542,2457mb
53.3771,-6.26972,2458mb
53.3346,-6.27419,2459mb
53.3341,-6.26563,2460mb
53.3631,-6.23591,2461mb
53.3487,-6.24866,2462mb
53.3458,-6.25906,2463mb
53.346,-6.2543,2464mb
53.3507,-6.26637,2465mb
53.345,-6.23838,2466mb
53.3429,-6.23883,2467mb
53.3429,-6.23879,2468mb
53.3495,-6.24835,2469mb
53.3452,-6.30793,2470mb
53.346,-6.2542,2471mb
53.3347,-6.27427,2472mb
53.3398,-6.26099,2473mb
53.3457,-6.25906,2474mb
53.3334,-6.24387,2475mb
53.3507,-6.26654,2476mb
53.2885,-6.1142,2477mb
53.2949,-6.1344,2478mb
53.3207,-6.28528,2479mb
53.3429,-6.23876,2480mb
53.3494,-6.2484,2481mb
53.356,-6.25713,2482mb
53.3079,-6.22879,2483mb
53.346,-6.25416,2484mb
53.3346,-6.27418,2485mb
53.3079,-6.22896,2486mb
53.3398,-6.26097,2487mb
53.3346,-6.27421,2488mb
53.3457,-6.25903,2489mb
53.3462,-6.25383,2490mb
53.3452,-6.23832,2491mb
53.3521,-6.26003,2492mb
53.3458,-6.25905,2493mb
53.3495,-6.27795,2494mb
53.341,-6.26241,2495mb
53.3496,-6.2483,2496mb
53.3698,-6.34866,2497mb
53.3079,-6.22881,2498mb
53.2944,-6.13447,2499mb
53.3346,-6.27424,2500mb
53.3346,-6.27437,2501mb
53.3631,-6.23586,2502mb
53.3412,-6.28357,2503mb
53.3464,-6.25392,2504mb
53.3506,-6.2665,2505mb
53.3453,-6.23827,2506mb
53.352,-6.26011,2507mb
53.3458,-6.25895,2508mb
53.341,-6.26254,2509mb
53.3496,-6.24835,2510mb
53.356,-6.25709,2511mb
53.3698,-6.34874,2512mb
53.3079,-6.22882,2513mb
53.3771,-6.26983,2514mb
53.3464,-6.25412,2515mb
53.3398,-6.26103,2516mb
53.3346,-6.27434,2517mb
53.3412,-6.28355,2518mb
53.3456,-6.25886,2519mb
53.3817,-6.24161,2520mb
53.2804,-6.14402,2521mb
53.3463,-6.25392,2522mb
53.3506,-6.26649,2523mb
53.3522,-6.26013,2524mb
53.3494,-6.2779,2525mb
53.341,-6.26253,2526mb
53.3496,-6.24829,2527mb
53.3697,-6.34881,2528mb
53.3771,-6.26984,2529mb
53.3463,-6.25381,2530mb
53.3398,-6.26102,2531mb
53.3347,-6.27429,2532mb
53.3456,-6.25889,2533mb
53.2804,-6.14407,2534mb
53.3462,-6.25406,2535mb
53.3506,-6.26648,2536mb
53.3496,-6.24821,2537mb
53.3559,-6.257,2538mb
53.3697,-6.34878,2539mb
53.3398,-6.26101,2540mb
53.3456,-6.2589,2541mb
53.2802,-6.14426,2542mb
53.3459,-6.25408,2543mb
53.3432,-6.27594,2544mb
53.3409,-6.26253,2545mb
53.344,-6.26683,2546mb
53.3697,-6.34877,2547mb
53.3426,-6.2643,2548mb
53.3632,-6.23588,2549mb
53.3456,-6.25891,2550mb
53.2803,-6.144,2551mb
53.3459,-6.25409,2552mb
53.3506,-6.26641,2553mb
53.3432,-6.27587,2554mb
53.3409,-6.26242,2555mb
53.3441,-6.26678,2556mb
53.3426,-6.26428,2557mb
53.3456,-6.25888,2558mb
53.2803,-6.14434,2559mb
53.3507,-6.26641,2560mb
53.3453,-6.23822,2561mb
53.3411,-6.2625,2562mb
53.3021,-6.17862,2563mb
53.3426,-6.26427,2564mb
53.2964,-6.18427,2565mb
53.3456,-6.25887,2566mb
53.3207,-6.28544,2567mb
53.2804,-6.14427,2568mb
53.3464,-6.25441,2569mb
53.366,-6.27164,2570mb
53.3451,-6.23824,2571mb
53.341,-6.2625,2572mb
53.3698,-6.34875,2573mb
53.3464,-6.25406,2574mb
53.3021,-6.17859,2575mb
53.3399,-6.26098,2576mb
53.3427,-6.26439,2577mb
53.3818,-6.24159,2578mb
53.2804,-6.14421,2579mb
53.3495,-6.27791,2580mb
53.3441,-6.26689,2581mb
53.3559,-6.25707,2582mb
53.3697,-6.34874,2583mb
53.346,-6.25398,2584mb
53.3021,-6.17857,2585mb
53.3427,-6.26437,2586mb
53.2803,-6.14415,2587mb
53.3461,-6.25405,2588mb
53.3495,-6.27794,2589mb
53.308,-6.22895,2590mb
53.356,-6.25704,2591mb
53.302,-6.17858,2592mb
53.3398,-6.26092,2593mb
53.3427,-6.26431,2594mb
53.2803,-6.14418,2595mb
53.3461,-6.25406,2596mb
53.345,-6.23824,2597mb
53.3495,-6.27788,2598mb
53.3768,-6.26943,2599mb
53.308,-6.22894,2600mb
53.356,-6.25706,2601mb
53.3697,-6.34883,2602mb
53.302,-6.17859,2603mb
53.323,-6.26557,2604mb
53.2803,-6.14402,2605mb
53.345,-6.23819,2606mb
53.3495,-6.27792,2607mb
53.3457,-6.25886,2608mb
53.341,-6.26251,2609mb
53.3443,-6.26679,2610mb
53.3697,-6.34879,2611mb
53.3463,-6.25407,2612mb
53.2803,-6.1442,2613mb
53.3495,-6.27798,2614mb
53.3462,-6.25884,2615mb
53.341,-6.26246,2616mb
53.356,-6.25707,2617mb
53.346,-6.2541,2618mb
53.323,-6.26561,2619mb
53.2803,-6.14419,2620mb
53.3461,-6.25423,2621mb
53.3451,-6.23833,2622mb
53.3495,-6.2782,2623mb
53.3457,-6.25888,2624mb
53.3408,-6.26249,2625mb
53.3464,-6.25443,2626mb
53.356,-6.25773,2627mb
53.3458,-6.25421,2628mb
53.3451,-6.2384,2629mb
53.3495,-6.2781,2630mb
53.3698,-6.34872,2631mb
53.323,-6.26565,2632mb
53.356,-6.2577,2633mb
53.2803,-6.14417,2634mb
53.3451,-6.23845,2635mb
53.3458,-6.25892,2636mb
53.3697,-6.34873,2637mb
53.3458,-6.25413,2638mb
53.3456,-6.25892,2639mb
53.323,-6.26547,2640mb
53.3455,-6.25876,2641mb
53.3774,-6.27018,2642mb
53.3466,-6.25491,2643mb
53.3452,-6.2384,2644mb
53.3411,-6.26268,2645mb
53.3771,-6.26987,2646mb
53.3772,-6.26995,2647mb
53.3771,-6.26989,2648mb
53.3561,-6.25714,2649mb
53.3698,-6.3488,2650mb
53.3459,-6.25423,2651mb
53.3769,-6.26979,2652mb
53.302,-6.17864,2653mb
53.3208,-6.28544,2654mb
53.349,-6.29534,2655mb
53.3632,-6.23596,2656mb
53.2891,-6.11386,2657mb
53.3457,-6.25873,2658mb
53.3208,-6.28543,2659mb
53.2803,-6.1443,2660mb
53.3462,-6.25445,2661mb
53.3452,-6.23828,2662mb
53.3771,-6.26975,2663mb
53.3207,-6.28525,2664mb
53.3496,-6.2779,2665mb
53.3769,-6.26997,2666mb
53.341,-6.26256,2667mb
53.3442,-6.26684,2668mb
53.3698,-6.34878,2669mb
53.346,-6.25423,2670mb
53.3771,-6.26988,2671mb
53.3021,-6.17856,2672mb
53.3398,-6.26098,2673mb
53.3485,-6.29641,2674mb
53.3632,-6.23594,2675mb
53.3457,-6.25883,2676mb
53.3817,-6.24182,2677mb
53.2803,-6.14431,2678mb
53.3449,-6.2385,2679mb
53.3494,-6.27806,2680mb
53.341,-6.26249,2681mb
53.3442,-6.26683,2682mb
53.3697,-6.34871,2683mb
53.3079,-6.22898,2684mb
53.3289,-6.2759,2685mb
53.302,-6.1786,2686mb
53.3487,-6.29567,2687mb
53.3632,-6.23593,2688mb
53.3457,-6.25885,2689mb
53.2803,-6.14428,2690mb
53.3459,-6.25399,2691mb
53.3495,-6.27808,2692mb
53.3409,-6.26249,2693mb
53.3697,-6.34882,2694mb
53.302,-6.17855,2695mb
53.2962,-6.18439,2696mb
53.3631,-6.23595,2697mb
53.3458,-6.25887,2698mb
53.323,-6.2657,2699mb
53.2803,-6.14426,2700mb
53.346,-6.25418,2701mb
53.3452,-6.23842,2702mb
53.2951,-6.13432,2703mb
53.3496,-6.27796,2704mb
53.3457,-6.25884,2705mb
53.3409,-6.26251,2706mb
53.3483,-6.29593,2707mb
53.3631,-6.23593,2708mb
53.323,-6.26569,2709mb
53.3209,-6.28548,2710mb
53.2803,-6.14422,2711mb
53.3464,-6.25401,2712mb
53.3452,-6.2383,2713mb
53.2946,-6.13432,2714mb
53.341,-6.26258,2715mb
53.356,-6.2571,2716mb
53.2945,-6.13441,2717mb
53.3021,-6.17854,2718mb
53.3487,-6.29602,2719mb
53.3461,-6.25439,2720mb
53.3497,-6.27804,2721mb
53.3458,-6.2589,2722mb
53.3698,-6.34881,2723mb
53.3465,-6.25413,2724mb
53.3484,-6.29597,2725mb
53.323,-6.26562,2726mb
53.3818,-6.24176,2727mb
53.3461,-6.25443,2728mb
53.345,-6.23842,2729mb
53.3425,-6.29335,2730mb
53.3458,-6.25891,2731mb
53.3442,-6.26682,2732mb
53.3559,-6.25711,2733mb
53.3698,-6.34882,2734mb
53.3464,-6.25435,2735mb
53.3456,-6.25882,2736mb
53.3231,-6.26558,2737mb
53.3559,-6.2576,2738mb
53.2804,-6.14432,2739mb
53.346,-6.25436,2740mb
53.3422,-6.29346,2741mb
53.3441,-6.26692,2742mb
53.3307,-6.26048,2743mb
53.3456,-6.25899,2744mb
53.3231,-6.2656,2745mb
53.3464,-6.29224,2746mb
53.3423,-6.29354,2747mb
53.3494,-6.24844,2748mb
53.3463,-6.29224,2749mb
53.3459,-6.25417,2750mb
53.3306,-6.26052,2751mb
53.302,-6.17854,2752mb
53.3231,-6.26561,2753mb
53.3763,-6.27191,2754mb
53.3464,-6.29223,2755mb
53.3412,-6.25816,2756mb
53.3423,-6.29353,2757mb
53.346,-6.25407,2758mb
53.3306,-6.26055,2759mb
53.323,-6.26572,2760mb
53.2803,-6.14412,2761mb
53.3413,-6.25811,2762mb
53.3423,-6.29352,2763mb
53.3479,-6.24003,2764mb
53.3487,-6.24863,2765mb
53.346,-6.25417,2766mb
53.3446,-6.23807,2767mb
53.3021,-6.17851,2768mb
53.3377,-6.2665,2769mb
53.3456,-6.25897,2770mb
53.323,-6.26568,2771mb
53.2947,-6.13432,2772mb
53.346,-6.25425,2773mb
53.3413,-6.25802,2774mb
53.3423,-6.29351,2775mb
53.3559,-6.25715,2776mb
53.3386,-6.29272,2777mb
53.3487,-6.24894,2778mb
53.3229,-6.26568,2779mb
53.3332,-6.24394,2780mb
53.2946,-6.13435,2781mb
53.3495,-6.27779,2782mb
53.3464,-6.29213,2783mb
53.3413,-6.25797,2784mb
53.3408,-6.26276,2785mb
53.3489,-6.24866,2786mb
53.3513,-6.25119,2787mb
53.3494,-6.24823,2788mb
53.2946,-6.13438,2789mb
53.349,-6.26067,2790mb
53.3413,-6.25796,2791mb
53.3409,-6.26236,2792mb
53.3323,-6.25339,2793mb
53.3487,-6.2486,2794mb
53.3398,-6.2609,2795mb
53.3476,-6.24012,2796mb
53.3494,-6.24831,2797mb
53.3491,-6.26079,2798mb
53.3413,-6.25791,2799mb
53.3503,-6.26665,2800mb
53.3473,-6.23995,2801mb
53.3409,-6.26239,2802mb
53.3431,-6.23871,2803mb
